talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
996,43,13,Life Drain,0,Shadow Dagger heals you for 82 (39 + 4% per level) each time it spreads to a new enemy.
997,43,13,Windrunner,0,"After you teleport from Haunting Wave, you can cast a second one for free within 2 seconds."
998,43,13,Will of the Forsaken,0,Activate to become Unstoppable and gain 40% Movement Speed for 3 seconds.
999,43,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
1000,43,16,Evasive Fire,0,"When you hit an emeny with Whitering Fire, gain 10% Movement Speed for 2 seconds, stacking up to 30%."
1001,43,16,Cold Embrace,0,"Shadow Dagger makes the initial enemy Vulnerable, taking 25% more damage, for 2 seconds."
1002,43,16,Overwhelming Affliction,0,"Black Arrows now also applies to Heroes, slowing their Movement Speed by 6% for the duration. Stacks up to 5 times."
1003,43,16,Remorseless,0,"After using an Ability, your next Basic Attack within 3 seconds deals 40% additional damage."
1004,43,20,Deafening Blast,0,Enemies at the center of Wailing Arrow\'s explosion take 50% more damage and are silenced for twice as long.
1005,43,20,Dark Lady\'s Call,0,Mind Controlled enemies gain 100% Movement Speed for the duration.
1006,43,20,Fury of the Storm,0,"Every 5 seconds, your next basic attack will deal an additional 91 damage to the target, and 228 damage to all nearby Minions and Mercenaries."
1007,43,20,Bolt of the Storm,0,Activate to teleport to a nearby location.
1008,44,1,Psi-Infusion,0,"Quest:ÿGain 1 Mana for every Non-Structure enemy hit by Psionic Storm. Reward:ÿAfter hitting 500 enemies, increase the size of Psionic Storm by 20%. Reward:ÿAfter hitting 1000 enemies, increase the damage of Psionic Storm by 20%."
1009,44,1,Templar?s Will,0,"Quest:ÿAttacking enemy Heroes restores 4 mana per second. Reward:ÿAfter spending 30 seconds attacking Heroes, Distortion Beam range is increased by 20%. Reward:ÿAfter spending 60 seconds attacking Heroes, Distortion Beam\'s range is increased by an additional 20%."
1010,44,1,Khaydarin Resonance,0,"Quest:ÿRegeneration Globes grant an additional 50% Mana.Reward:ÿAfter collecting 20 Regeneration Globes, Plasma Shield retains 50% of its value after it expires. Reward:ÿAfter collecting 40 Regeneration Globes, Plasma Shield persists indefinitely."
1011,44,4,Khala\'s Celerity,0,"Upon expiration or breaking, the target of Plasma Shield gains 25 Armor for 3 seconds, causing them to take 25% less damage."
1012,44,4,Khala\'s Embrace,0,Plasma Shield also grants 25% Movement Speed for 5 seconds.
1013,44,4,Khala\'s Light,0,Increase the Life Steal of Plasma Shield to 40%.
1014,44,7,Psionic Projection,0,Increases the cast range of Plasma SHield and Psionic Storm by 40%.
1015,44,7,Resonation,0,Distortion Beam slows enemies affected by Psionic Storm by 40%.
1016,44,7,Mental Acuity,0,"Quest:ÿEach Takedown earned lowers the cooldown of Oracle by 3 seconds, to a maximum of 15 seconds. Reward:ÿUpon getting 5 Takedowns, the sight range of Oracle is increased by 50%."
1017,44,10,Archon,100,"Tassadar transforms into an Archon and gains a Plasma Shield. His Basic Attacks deal 182 (+4% per level) damage, slow the target by 40% for 1 second and splashs for 91 (+4% per level) damage to enemies within 2.5 range. Lasts for 10.5 seconds."
1018,44,10,Force Wall,12,Create a wall that blocks all units from moving through it for 2.5 seconds.
1019,44,13,Deep Shift,0,Dimensional Shift duration and Movement Speed bonuses are increased by 50%.
1020,44,13,Adun\'s Wisdom,0,"While Oracle is active, Basic Abilities cooldown 50% faster."
1021,44,13,Nulification,60,Activate to reduce the damage the target enemy Hero deals by 75% for 3 seconds.
1022,44,16,Phase Disruption,0,"Enemy Heroes being hit by Psionic Storm, have their Physical Armor reduced by 25, causing them to take 25% more damage from Basic Attacks."
1023,44,16,Psionic Echo,0,"Enemy Heroes being hit by Psionic Storm, have their Physical Armor reduced by 25, causing them to take 25% more damage from Basic Attacks."
1024,44,16,Focused Beam,0,"While Oracle is active, Basic Attacks against Heroes deal an additional 1% of the target\'s maximum Health as damage."
1025,44,20,Twilight Archon,0,Basic Attacks while in Archon form refresh its duration.
1026,44,20,Force Barrier,0,Force Wall\'s Range ins increased by 100% and its cooldown is reduced by 6 seconds.
1027,44,20,Prismatic Link,0,Basic Attacks bounce to hit 2 additional targets for 52% (+4% per level) damage.
1028,44,20,Shield Battery,70,Activate to give all nearby allied Heroes an untalented Plasma Shield.
1029,45,1,Block,0,"Every 5 seconds, you can Block a Basic Attack from an enemy Hero reducing its damage by 50%. Stores up to 2 charges."
1030,45,1,Rolling Thunder,0,Increases Chain Lightning\'s range by 30% and attacking enemies recently hit by Chain Lightning restores 10 Mana.
1031,45,1,Rabid Wolves,0,Damaging Heroes with Feral Spirit grants 3 stacks of Frostwolf Resilience.
1032,45,1,Seasoned Marksman,0,"Quest:ÿEvery Minion killed near you grants 0.2 Attack Damage, and Takedowns grant 0.5 Attack Damage. Reward:ÿUpon gaining 40 bonus Attack Damage, you can also activate Seasoned Marksman to increase your Attack Speed by 40% for 3 seconds. 60 second cooldown."
1033,45,4,Ride The Lightning,0,Chain Lightning can hit 2 additional enemies for 50% damage.
1034,45,4,Spirit Journey,0,Feral Spirit travels 50% farther.
1035,45,4,Mana Tide,0,Frostwolf Resilience also restores 15 Mana.
1036,45,4,Envenom,60,"Activate to poison an enemy Hero, dealing 352 damage over 10 seconds."
1037,45,7,Wind Shear,0,Reduces the cooldown of Windfury by 4 seconds.
1038,45,7,Stone Wolves,0,Increases the duration of Feral Spirit\'s root from 1 second to 1.5 seconds.
1039,45,7,Follow Through,0,"After using an ability, your next Basic Attack within 6 seconds deals 40% additional damage."
1040,45,7,Frostwolf\'s Grace,30,Frostwolf Resilience can be activated to immediately heal you.
1041,45,10,Sundering,75,"After a short delay, sunder the earth in a long line, dealing 601 (285 + 4% per level) damage and shoving enemies to the side, stunning them for 1.0 seconds."
1042,45,10,Earthquake,60,"Summon a massive Earthquake that pulses every 2 seconds. Each pulse slows all enemies in the area by 70%, and deals 110 (52 + 4% per level) damage to enemy Heroes . Does 3 pulses.."
1043,45,13,Restless Wolves,0,"If Feral Spirit hits an enemy Hero, its cooldown is reduced by 50%."
1044,45,13,Grace Of Air,0,Windfury attacks grant twice as many stacks of Frostwolf Resilience.
1045,45,13,Giant Killer,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1.5% of the Hero\'s maximum Health.
1046,45,13,Spell Shield,1,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
1047,45,16,Forked Lightning,0,Allows Chain Lightning to hold 2 charges that can be used in quick succession.
1048,45,16,Tempest Fury,0,The final strike of Windfury hits 3 times for 75% normal damage.
1049,45,16,Ride The Wind,0,Increases Windfury\'s Movement Speed bonus from 30% to 40%. Windfury attacks increase the Movement Speed duration by 1 second.
1050,45,16,Blood for Blood,60,Activate to deal 10% of target enemy Hero\'s Max Health and heal for twice that amount.
1051,45,20,Worldbreaker,0,Sundering travels indefinitely.
1052,45,20,Earthen Shields,0,You and your allies within the Earthquake area gain a Shield equal to 15% of max Health each pulse. This shield lasts 4 seconds.
1053,45,20,Nexus Blades,0,Basic Attacks deal 20% more damage and slow enemy Movement Speed by 20% for 1 second.
1054,45,20,Bolt of the Storm,70,Activate to teleport to a nearby location.
1055,46,1,Pulse Strike,0,Increases Melee\'s Pulse Bomb charge from 10% to 20% against Heroes.
1056,46,1,Slipstream,0,Increases the amount of time Recalled by 1 second.
1057,46,1,Tracer Rounds,0,Your Basic Attacks reveal enemies for 4 seconds.
1058,46,4,Parting Gift,0,Recall leaves behind 3 bombs that deal 526 (250 + 4% per level) damage each to different targets.
1059,46,4,Is That a Health Pack?!,0,Increases Regeneration Globe and Healing Fountain healing by 100%.
1060,46,4,Untouchable,0,"Quest:ÿTakedowns increase your Basic Attack damage by 2%, up to 30%. These bonuses are lost on death. Reward:ÿNone"
1061,46,7,Jumper,0,Increases Blink\'s charges by 1.
1062,46,7,Bullet Time,0,Basic Attacks lower the cooldown of Blink by 0.1 seconds.
1063,46,7,Spatial Echo,0,Hero Takedowns grant 2 charges of Blink.
1064,46,10,Sticky Bomb,0,Increases Pulse Bomb\'s radius by 50% and enemies hit are slowed by 70% for 3 seconds.
1065,46,10,Quantum Spike,0,Pulse Bomb deals an additional 10% of the primary target\'s maximum Health.
1066,46,10,Pulse Rounds,0,Increases Pulse Bomb\'s range and charge rate from Basic Attacks against Heroes by 100%.
1067,46,13,Bullet Spray,0,"Increases Melee\'s radius by 40%, and causes it to damage all enemies in range."
1068,46,13,Ricochet,0,"Your Basic Attacks have a 50% chance to hit another nearby enemy, prioritizing Heroes."
1069,46,13,Leeching Rounds,0,Your Basic Attacks against Heroes heal you for 20% of their damage dealt.
1070,46,16,Sleight of Hand,0,Reduces Reload time by 50%. This equals 20% more damage per second.
1071,46,16,Focus Fire,0,"If an entire ammo magazine is unloaded on an enemy, the last bullet will deal 191 (91 + 4% per level) bonus damage. This is equal to 35% of the total magazine."
1072,46,16,Locked and Loaded,0,Reactivate Reload within the last 50% of its cast time to increase your Basic Attack damage by 40% for that magazine.
1073,46,20,Get Stuffed!,0,Reduces Melee\'s cooldown by 3 seconds. Hitting an enemy with Melee who is stuck with a Pulse Bomb causes the bomb to instantly explode and knocks the target away from you.
1074,46,20,Total Recall,0,"Recall\'s cooldown is increased by 8 seconds, but it heals you equal to the amount of Health you lost during that time."
1075,46,20,Composition B,0,"If you successfully stick a Pulse Bomb to an enemy Hero, you also drop another one at their feet that deals 50% damage and explodes slightly earlier."
1076,47,1,Press the Advantage,0,Run and Gun increases your Basic Attack range by 35% for 4 seconds.
1077,47,1,Dash,0,"Quest:ÿRun and Gun increases your Movement Speed by 1% for each Regeneration Globe you gather, up to 25%. Lasts 2 seconds. Reward:ÿOnce you have gathered 25 Regeneration Globes, also increase the range of Run and Gun by 50%."
1078,47,1,Combat Tactician,0,Basic Attacks reduce the cooldown of Run and Gun by 0.8 seconds.
1079,47,4,In the Rhythm,0,"Quest:ÿWhile Minigun is active, Basic Attack against Heroes permanently increase future Minigun durations by .03 seconds. Reward:ÿNone"
1080,47,4,Fully Loaded,0,Reduce Minigun\'s cooldown by 33%.
1081,47,4,The Bigger They Are...,0,"Increases Minigun damage bonus to 4% while enemy Heroes are above 40% Health, but Minigun no longer has any effect on targets below 40%."
1082,47,4,Master Assassin,0,"Quest:ÿHero Takedowns permanently increase your Attack Speed by 1%, stacking up to 15 times. Reward:ÿUpon reaching 15 Stacks, your attack speed is increased by an additional 10%."
1083,47,7,Quarterback,0,Increases the range of Frag Grenade by 50%.
1084,47,7,Concussion Grenade,0,Increases Frag Grenade\'s radius by 25% and the knockback by 100%.
1085,47,7,Relentless Soldier,0,"Being Stunned or Rooted grants 25 Armor for 3 seconds, reducing damage taken by 25%."
1086,47,10,Commandeer Odin,0,"Call down an Odin to pilot. The Odin deals increased Damage, has 60% increased Basic Attack range, and uses different Abilities. The Odin has 25 Armor and lasts 23 seconds."
1087,47,10,Drakken Laser Drill,30,"Active:ÿCall down a Laser Drill to attack nearby enemies, dealing 142 damage every second. Reactivate to assign a new target. Lasts 22 seconds."
1088,47,13,That\'s the Stuff!,0,Minigun heals you for 100% of the bonus damage it deals to Heroes.
1089,47,13,Neosteel Coating,0,"Activate to gain 50 Spell Armor for 3 seconds, reducing Ability Damage taken by 50%."
1090,47,13,Spray \'n\' Pray,0,Increases Overkill\'s range by 25%.
1091,47,16,Titan Grenade,0,Frag Grenade deals bonus damage to Heroes equal to 5% of their maximum Health.
1092,47,16,Lead Rain,0,Overkill also slows enemy movement speed by 20%.
1093,47,16,Armor Piercing Rounds,0,Increases Overkill\'s damage to the primary target by 50%.
1094,47,20,Big Red Button,0,Odin lasts 50% longer and Ragnarok Missiles also launches a Nuclear Missile.
1095,47,20,Focusing Diodes,0,"Increases the range of the Drakken Laser Drill by 50%. Deals increased damage the longer it remains on a single target, up to 100% extra damage."
1096,47,20,Sizzlin\' Attacks,0,Your Basic Attacks deal bonus damage to Heroes equal to 1% of their maximum Health. Stacks with Minigum.
1097,47,20,Bob and Weave,0,Run and Gun and Odin\'s Thrusters gain 2 additional charges and reduces Run and Gun\'s Mana cost from 50 to 25.
1098,48,1,Purge Evil,0,Smite deals 30% more damage to Heroes.
1099,48,1,Protection in Death,0,"When Archangel\'s Wrath explodes, shield nearby allies for 50% of their max Health for 10 seconds."
1100,48,1,Even In Death,0,"Increases Archangel\'s Wrath\'s damage by 25%. Basic Abilities also can be used before exploding, but deal no damage."
1101,48,1,Regeneration Master,0,"Quest: Every Minion killed near you grants 0.2 Attack Damage, and Takedowns grant 0.5 Attack Damage, to a max of 40 damage.Reward: Upon gaining 40 bonus Attack Damage, you can also activate Seasoned Marksman to increase your Attack Speed by 30% for 3 seconds. 60 second cooldown."
1102,48,4,Horadric Reforging,0,"If El\'druins Might hits an enemy, its cooldown is reduced by 3 seconds."
1103,48,4,Swift Retribution,0,Increases Smite\'s Movement Speed by 10% and duration by 1 second.
1104,48,4,Amplified Healing,0,Increases regeneration effects and all healing received by 30%.
1105,48,4,Vigorous Strike,0,Basic Attacks heal for 25% of the damage dealt to the primary target.
1106,48,7,Angel\'s Grace,0,"After teleporting using El\'Druin\'s Might, gain 30% Movement Speed for 3 seconds."
1107,48,7,Reciprocate,0,"When your shield expires, it explodes for 439 (208 + 4% per level) damage to nearby enemies."
1108,48,7,Zealotry,0,"Increases the duration of Righteousness by 50%, and reduces its cooldown by 2 seconds."
1109,48,7,Searing Attacks,0,Activate to increase Basic Attack damage by 50% for 5 seconds. Each attack costs 15 Mana.
1110,48,10,Judgment,0,"After 0.75 seconds, charge an enemy Hero dealing 220 (104 + 4% per level) damage and stunning them for 1.5 seconds. Nearby enemies are knocked away and take 110 (52 + 4% per level) damage."
1111,48,10,Sanctification,0,After 0.5 seconds create a field of holy energy that makes allied Heroes Invulnerable. Lasts 3 seconds.
